titre,prix,surface,pieces,adresse,type_bien,prix au m²
3 chambres appartement de 73m² à Lille,899,73,3,"8 Rue des Myosotis, 59037 Lille, France",appartement,12
1 chambre de 37m² à Lille,530,37,1,"59000 Lille, France",chambre,14
4 chambres maison de 87m² à Lille,1164,87,4,"8 Rue des Myosotis, 59037 Lille, France",maison,13
2 chambres appartement de 25m² à Lille,620,25,2,"Lille, Nord, France",appartement,25
2 chambres appartement de 40m² à Lille,788,40,2,"8 Rue des Myosotis, 59037 Lille, France",appartement,20
2 chambres appartement de 40m² à Lille,660,40,2,"Lille, Nord, France",appartement,16
2 chambres appartement de 40m² à Lille,530,40,2,"Lille, Nord, France",appartement,13
1 chambre de 26m² à Lille,350,26,1,"Rue Barni, 59260 Lille, France",chambre,13
1 chambre studio de 10m² à Lille,582,10,1,"59024 Lille, France",studio,58
1 chambre appartement de 24m² à Lille,429,24,1,"8 Rue des Myosotis, 59037 Lille, France",appartement,18
1 chambre studio de 18m² à Lille,499,18,1,"Lille, Nord, France",studio,28
1 chambre de 64m² à Lille,470,64,1,"59000 Lille, France",chambre,7
1 chambre de 25m² à Lille,340,25,1,"Rue du XXème Siècle, 59160 Lomme, France",chambre,14
3 chambres appartement de 58m² à Lille,924,58,3,"Tranquilité, 404/406 Rue Léon Gambetta, 59900 Lille, France",appartement,16
1 chambre appartement de 20m² à Lille,516,20,1,"Rue Brûle-Maison, 59000 Lille, France",appartement,26
2 chambres appartement de 45m² à Lille,900,45,2,"59000 Lille, France",appartement,20
4 chambres appartement de 69m² à Lille,1116,69,4,"271 Avenue Willy Brandt, 59800 Lille, France",appartement,16
5 chambres maison de 10m² à Lille,410,10,5,"Lille, Nord, France",maison,41
1 chambre appartement de 20m² à Lille,480,20,1,"106B Rue Neuve Prolongée, 59242 Templeuve-en-Pévèle, France",appartement,24
1 chambre studio de 17m² à Lille,600,17,1,"59000 Lille, France",studio,35
6 chambres appartement de 10m² à Lille,359,10,6,"Lille, Nord, France",appartement,36
2 chambres appartement de 48m² à Lille,820,48,2,"Lille, Nord, France",appartement,17
1 chambre studio de 18m² à Lille,550,18,1,"98 Avenue de Bretagne, 59130 Lille, France",studio,31
1 chambre studio de 15m² à Lille,595,15,1,"98 Avenue de Bretagne, 59130 Lille, France",studio,40
5 chambres maison de 108m² à Lille,390,108,5,"Lille, Nord, France",maison,4
1 chambre appartement de 11m² à Lille,400,11,1,"Parvis Saint-Michel, 59000 Lille, France",appartement,36
3 chambres appartement de 69m² à Lille,1000,69,3,"Hôtel Eklo, Rue du Professeur Langevin, 59000 Lille, France",appartement,14
1 chambre appartement de 20m² à Lille,490,20,1,"Lille, Nord, France",appartement,24
3 chambres appartement de 66m² à Lille,964,66,3,"Jean-Baptiste Lebas, Boulevard Jean-Baptiste Lebas, 59024 Lille, France",appartement,15
3 chambres appartement de 64m² à Lille,1037,64,3,"27 Rue Rachel Lempereur, 59000 Lille, France",appartement,16
1 chambre de 61m² à Lille,413,61,1,"23 Boulevard d'Alsace, 59024 Lille, France",chambre,7
1 chambre appartement de 30m² à Lille,600,30,1,"Lille, Nord, France",appartement,20
1 chambre de 130m² à Lille,450,130,1,"61 Rue Roger Salengro, 59260 Hellemmes-Lille, France",chambre,3
1 chambre de 88m² à Lille,440,88,1,"59000 Lille, France",chambre,5
3 chambres appartement de 66m² à Lille,862,66,3,"A 25, 59037 Lille, France",appartement,13
2 chambres appartement de 28m² à Lille,698,28,2,"80 Rue de la Chaude Rivière, 59800 Lille, France",appartement,25
1 chambre studio de 18m² à Lille,437,18,1,"Lille, Nord, France",studio,24
3 chambres appartement de 74m² à Lille,1140,74,3,"8 Rue des Myosotis, 59037 Lille, France",appartement,15
1 chambre appartement de 29m² à Lille,438,29,1,"71 Avenue de la République, 59160 Lomme, France",appartement,15
2 chambres appartement de 22m² à Lille,418,22,2,"8 Rue des Myosotis, 59037 Lille, France",appartement,19
1 chambre appartement de 18m² à Lille,490,18,1,"8 Rue des Myosotis, 59037 Lille, France",appartement,27
6 chambres appartement de 101m² à Lille,572,101,6,"Lille, Nord, France",appartement,6
1 chambre appartement de 38m² à Lille,575,38,1,"71 Avenue de la République, 59160 Lomme, France",appartement,15
1 chambre appartement de 36m² à Lille,610,36,1,"Lille, Nord, France",appartement,17
1 chambre appartement de 54m² à Lille,750,54,1,"71 Avenue de la République, 59160 Lomme, France",appartement,14
5 chambres maison de 108m² à Lille,390,108,5,"Lille, Nord, France",maison,4
4 chambres appartement de 85m² à Lille,1251,85,4,"1 Rue Ladrière, 59000 Lille, France",appartement,15
3 chambres appartement de 66m² à Lille,917,66,3,"Lille, Nord, France",appartement,14
2 chambres appartement de 21m² à Lille,500,21,2,"8 Rue des Myosotis, 59037 Lille, France",appartement,24
1 chambre de 25m² à Lille,340,25,1,"Rue du XXème Siècle, 59160 Lomme, France",chambre,14
1 chambre appartement de 31m² à Lille,451,31,1,"71 Avenue de la République, 59160 Lomme, France",appartement,15
2 chambres appartement de 24m² à Lille,700,24,2,"80 Rue de la Chaude Rivière, 59800 Lille, France",appartement,29
3 chambres appartement de 61m² à Lille,807,61,3,"8 Rue des Myosotis, 59037 Lille, France",appartement,13
4 chambres maison de 64m² à Angers,749,64,4,"49000 Angers, France",maison,12
2 chambres appartement de 35m² à Angers,360,35,2,"49100 Angers, France",appartement,10
2 chambres appartement de 44m² à Angers,618,44,2,"49000 Angers, France",appartement,14
1 chambre maison de 64m² à Angers,550,64,1,"Angers, Maine-et-Loire, France",maison,9
2 chambres appartement de 40m² à Angers,570,40,2,"49000 Angers, France",appartement,14
3 chambres appartement de 60m² à Angers,795,60,3,"Rue de Villesicard, 49000 Angers, France",appartement,13
2 chambres appartement de 39m² à Angers,515,39,2,"49000 Angers, France",appartement,13
1 chambre appartement de 21m² à Angers,407,21,1,"49000 Angers, France",appartement,19
1 chambre appartement de 10m² à Angers,330,10,1,"35 Rue du Mail, 49100 Angers, France",appartement,33
1 chambre appartement de 20m² à Angers,420,20,1,"49000 Angers, France",appartement,21
1 chambre appartement de 12m² à Angers,380,12,1,"Rue Chef de Ville, 49100 Angers, France",appartement,32
1 chambre appartement de 31m² à Angers,394,31,1,"Rue de Villesicard, 49000 Angers, France",appartement,13
3 chambres appartement de 60m² à Angers,520,60,3,"49 Rue de la Morellerie, 49000 Angers, France",appartement,9
2 chambres appartement de 54m² à Angers,696,54,2,"49100 Angers, France",appartement,13
2 chambres appartement de 40m² à Angers,650,40,2,"49100 Angers, France",appartement,16
3 chambres appartement de 60m² à Angers,843,60,3,"49100 Angers, France",appartement,14
1 chambre appartement de 11m² à Angers,470,11,1,"18 Boulevard de Lavoisier, 49000 Angers, France",appartement,43
4 chambres appartement de 69m² à Angers,895,69,4,"49100 Angers, France",appartement,13
2 chambres appartement de 39m² à Angers,615,39,2,"49100 Angers, France",appartement,16
1 chambre appartement de 10m² à Angers,330,10,1,"Angers, Maine-et-Loire, France",appartement,33
1 chambre appartement de 24m² à Angers,395,24,1,"Rue de Villesicard, 49000 Angers, France",appartement,16
6 chambres maison de 125m² à Angers,1350,125,6,"49 Rue de la Morellerie, 49000 Angers, France",maison,11
1 chambre appartement de 38m² à Angers,525,38,1,"Rue de Villesicard, 49000 Angers, France",appartement,14
3 chambres appartement de 48m² à Angers,599,48,3,"49100 Angers, France",appartement,12
4 chambres maison de 90m² à Angers,529,90,4,"Angers, Maine-et-Loire, France",maison,6
4 chambres appartement de 74m² à Angers,850,74,4,"49100 Angers, France",appartement,11
5 chambres maison de 96m² à Angers,1200,96,5,"49100 Angers, France",maison,12
1 chambre appartement de 38m² à Angers,540,38,1,"49000 Angers, France",appartement,14
1 chambre appartement de 16m² à Angers,550,16,1,"Angers, Maine-et-Loire, France",appartement,34
1 chambre appartement de 19m² à Angers,300,19,1,"1155 Route de la Guitterie, 49370 Bécon-les-Granits, France",appartement,16
1 chambre appartement de 14m² à Angers,395,14,1,"49610 Mûrs-Erigné, France",appartement,28
2 chambres appartement de 47m² à Angers,670,47,2,"67 Quai Félix Faure, 49100 Angers, France",appartement,14
3 chambres appartement de 58m² à Angers,621,58,3,"49 Rue de la Morellerie, 49000 Angers, France",appartement,11
3 chambres appartement de 55m² à Angers,670,55,3,"46 Avenue Yolande d’Aragon, 49100 Angers, France",appartement,12
1 chambre appartement de 28m² à Angers,495,28,1,"49 Rue de la Morellerie, 49100 Angers, France",appartement,18
2 chambres appartement de 20m² à Angers,620,20,2,"49000 Écouflant, France",appartement,31
2 chambres appartement de 26m² à Angers,650,26,2,"Angers, Maine-et-Loire, France",appartement,25
2 chambres appartement de 49m² à Angers,645,49,2,"49100 Angers, France",appartement,13
2 chambres appartement de 45m² à Angers,740,45,2,"Angers, Maine-et-Loire, France",appartement,16
1 chambre appartement de 28m² à Angers,450,28,1,"49100 Angers, France",appartement,16
6 chambres maison de 111m² à Angers,1600,111,6,"49 Rue de la Morellerie, 49100 Angers, France",maison,14
2 chambres appartement de 43m² à Angers,655,43,2,"Angers, Maine-et-Loire, France",appartement,15
2 chambres appartement de 50m² à Angers,582,50,2,"49100 Angers, France",appartement,12
1 chambre de 28m² à Angers,430,28,1,"24 Boulevard Henri Arnauld, 49100 Angers, France",chambre,15
2 chambres appartement de 42m² à Angers,685,42,2,"49100 Angers, France",appartement,16
2 chambres appartement de 46m² à Angers,639,46,2,"49 Rue de la Morellerie, 49000 Angers, France",appartement,14
2 chambres appartement de 37m² à Angers,527,37,2,"49100 Angers, France",appartement,14
3 chambres appartement de 67m² à Angers,810,67,3,"49000 Angers, France",appartement,12
3 chambres appartement de 61m² à Angers,860,61,3,"49 Rue de la Morellerie, 49100 Angers, France",appartement,14
2 chambres appartement de 52m² à Angers,665,52,2,"Boulevard Carnot, 10000 Troyes, France",appartement,13
1 chambre appartement de 15m² à Angers,385,15,1,"49100 Angers, France",appartement,26
4 chambres appartement de 102m² à Angers,1497,102,4,"Angers, Maine-et-Loire, France",appartement,15
1 chambre appartement de 11m² à Angers,560,11,1,"49100 Angers, France",appartement,51
5 chambres appartement de 90m² à Angers,495,90,5,"Angers, Maine-et-Loire, France",appartement,6
1 chambre appartement de 15m² à Angers,375,15,1,"49 Rue de la Morellerie, 49000 Angers, France",appartement,25
3 chambres appartement de 63m² à Angers,803,63,3,"49100 Angers, France",appartement,13
3 chambres appartement de 69m² à Angers,1110,69,3,"6 Boulevard Arago, 49100 Angers, France",appartement,16
4 chambres maison de 114m² à Angers,1250,114,4,"Angers, Maine-et-Loire, France",maison,11
3 chambres appartement de 68m² à Angers,832,68,3,"Angers, Maine-et-Loire, France",appartement,12
6 chambres maison de 168m² à Angers,1715,168,6,"49 Rue de la Morellerie, 49000 Angers, France",maison,10
2 chambres appartement de 25m² à Angers,500,25,2,"49 Rue de la Morellerie, 49000 Angers, France",appartement,20
1 chambre appartement de 16m² à Angers,420,16,1,"Angers, Maine-et-Loire, France",appartement,26
4 chambres appartement de 79m² à Angers,885,79,4,"49100 Angers, France",appartement,11
5 chambres appartement de 120m² à Angers,1500,120,5,"Angers, Maine-et-Loire, France",appartement,12
1 chambre appartement de 32m² à Angers,485,32,1,"49100 Angers, France",appartement,15
1 chambre appartement de 10m² à Angers,330,10,1,"Angers, Maine-et-Loire, France",appartement,33
1 chambre maison de 79m² à Angers,1200,79,1,"5 Boulevard du Maréchal Foch, 49100 Angers, France",maison,15
3 chambres appartement de 63m² à Angers,790,63,3,"49 Rue de la Morellerie, 49000 Angers, France",appartement,13
2 chambres appartement de 44m² à Angers,660,44,2,"49100 Angers, France",appartement,15
3 chambres appartement de 54m² à Angers,770,54,3,"49100 Angers, France",appartement,14
4 chambres maison de 89m² à Angers,1070,89,4,"49 Rue de la Morellerie, 49000 Angers, France",maison,12
2 chambres appartement de 56m² à Angers,700,56,2,"49100 Angers, France",appartement,12
3 chambres appartement de 92m² à Angers,1512,92,3,"Angers, Maine-et-Loire, France",appartement,16
2 chambres appartement de 47m² à Angers,570,47,2,"49100 Angers, France",appartement,12
1 chambre maison de 109m² à Angers,1690,109,1,"5 Boulevard du Maréchal Foch, 49100 Angers, France",maison,16
2 chambres appartement de 50m² à Angers,745,50,2,"49100 Angers, France",appartement,15
2 chambres appartement de 38m² à Angers,660,38,2,"49100 Angers, France",appartement,17
1 chambre appartement de 25m² à Angers,531,25,1,"Rue de Villesicard, 49000 Angers, France",appartement,21
3 chambres maison de 82m² à Angers,2600,82,3,"5 Allée Valériane, 49100 Angers, France",maison,32
1 chambre appartement de 24m² à Angers,575,24,1,"13 Rue Roger Salengro, 49000 Angers, France",appartement,24
1 chambre appartement de 21m² à Montpellier,321,21,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,15
2 chambres appartement de 47m² à Montpellier,634,47,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,13
1 chambre appartement de 19m² à Montpellier,383,19,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,20
1 chambre appartement de 18m² à Montpellier,380,18,1,"Montpellier, Hérault, France",appartement,21
1 chambre appartement de 15m² à Montpellier,399,15,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,27
1 chambre appartement de 29m² à Montpellier,419,29,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,14
2 chambres appartement de 48m² à Montpellier,524,48,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,11
2 chambres appartement de 39m² à Montpellier,518,39,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,13
1 chambre appartement de 23m² à Montpellier,370,23,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,16
2 chambres appartement de 39m² à Montpellier,535,39,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,14
3 chambres appartement de 68m² à Montpellier,882,68,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,13
2 chambres appartement de 47m² à Montpellier,612,47,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,13
3 chambres appartement de 70m² à Montpellier,789,70,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,11
3 chambres appartement de 54m² à Montpellier,653,54,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,12
3 chambres appartement de 56m² à Montpellier,609,56,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,11
3 chambres maison de 60m² à Montpellier,907,60,3,"Montpellier, Hérault, France",maison,15
1 chambre appartement de 28m² à Montpellier,509,28,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,18
2 chambres appartement de 34m² à Montpellier,664,34,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,20
1 chambre appartement de 28m² à Montpellier,559,28,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,20
4 chambres appartement de 77m² à Montpellier,899,77,4,"16 Place de la Comédie, 34062 Montpellier, France",appartement,12
2 chambres appartement de 28m² à Montpellier,498,28,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,18
1 chambre appartement de 30m² à Montpellier,533,30,1,"Montpellier, Hérault, France",appartement,18
1 chambre appartement de 23m² à Montpellier,380,23,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,17
3 chambres appartement de 66m² à Montpellier,820,66,3,"Montpellier, Hérault, France",appartement,12
2 chambres appartement de 34m² à Montpellier,579,34,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,17
2 chambres appartement de 36m² à Montpellier,573,36,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,16
1 chambre appartement de 22m² à Montpellier,460,22,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,21
2 chambres appartement de 29m² à Montpellier,650,29,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,22
1 chambre appartement de 23m² à Montpellier,384,23,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,17
2 chambres appartement de 43m² à Montpellier,663,43,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,15
3 chambres appartement de 56m² à Montpellier,789,56,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,14
2 chambres appartement de 44m² à Montpellier,642,44,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,15
1 chambre appartement de 69m² à Montpellier,460,69,1,"Préfecture de l'Hérault, 34 Place des Martyrs de la Résistance, 34062 Montpellier, France",appartement,7
1 chambre appartement de 19m² à Montpellier,470,19,1,"Montpellier, Occitania, France",appartement,25
2 chambres appartement de 36m² à Montpellier,642,36,2,"1 Place Georges Frêche, 34070 Montpellier, France",appartement,18
3 chambres appartement de 49m² à Montpellier,775,49,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,16
1 chambre appartement de 18m² à Montpellier,393,18,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,22
1 chambre appartement de 18m² à Montpellier,410,18,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,23
5 chambres appartement de 81m² à Montpellier,495,81,5,"Montpellier, Hérault, France",appartement,6
1 chambre appartement de 20m² à Montpellier,421,20,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,21
5 chambres appartement de 85m² à Montpellier,550,85,5,"Montpellier, Hérault, France",appartement,6
1 chambre appartement de 23m² à Montpellier,440,23,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,19
1 chambre appartement de 28m² à Montpellier,440,28,1,"150 Avenue Albert Einstein, 34000 Montpellier, France",appartement,16
2 chambres appartement de 40m² à Montpellier,657,40,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,16
3 chambres appartement de 54m² à Montpellier,710,54,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,13
2 chambres appartement de 48m² à Montpellier,720,48,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,15
1 chambre appartement de 19m² à Montpellier,406,19,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,21
3 chambres appartement de 66m² à Montpellier,799,66,3,"Montpellier, Hérault, France",appartement,12
4 chambres appartement de 94m² à Montpellier,1392,94,4,"Montpellier, Hérault, France",appartement,15
1 chambre appartement de 31m² à Montpellier,527,31,1,"1 Place Georges Frêche, 34070 Montpellier, France",appartement,17
1 chambre appartement de 7m² à Montpellier,105,7,1,"Montpellier, Hérault, France",appartement,15
1 chambre appartement de 31m² à Montpellier,509,31,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,16
1 chambre appartement de 21m² à Montpellier,541,21,1,"Préfecture de l'Hérault, 34 Place des Martyrs de la Résistance, 34062 Montpellier, France",appartement,26
2 chambres appartement de 42m² à Montpellier,700,42,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,17
1 chambre appartement de 15m² à Montpellier,383,15,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,26
4 chambres maison de 93m² à Montpellier,1307,93,4,"Montpellier, Hérault, France",maison,14
2 chambres appartement de 41m² à Montpellier,570,41,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,14
2 chambres appartement de 46m² à Montpellier,540,46,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,12
2 chambres appartement de 33m² à Montpellier,570,33,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,17
3 chambres appartement de 73m² à Montpellier,1055,73,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,14
2 chambres appartement de 45m² à Montpellier,700,45,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,16
3 chambres appartement de 54m² à Montpellier,715,54,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,13
4 chambres appartement de 75m² à Montpellier,1009,75,4,"16 Place de la Comédie, 34062 Montpellier, France",appartement,13
1 chambre maison de 59m² à Montpellier,902,59,1,"310 Avenue de la Pompignane, 34006 Montpellier, France",maison,15
1 chambre appartement de 28m² à Montpellier,437,28,1,"150 Avenue Albert Einstein, 34000 Montpellier, France",appartement,16
1 chambre appartement de 28m² à Montpellier,582,28,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,21
3 chambres appartement de 64m² à Montpellier,933,64,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,15
3 chambres appartement de 67m² à Montpellier,799,67,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,12
1 chambre appartement de 25m² à Montpellier,508,25,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,20
1 chambre appartement de 23m² à Montpellier,462,23,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,20
1 chambre appartement de 34m² à Montpellier,530,34,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,16
4 chambres appartement de 74m² à Montpellier,808,74,4,"16 Place de la Comédie, 34062 Montpellier, France",appartement,11
3 chambres appartement de 59m² à Montpellier,803,59,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,14
3 chambres appartement de 68m² à Montpellier,733,68,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,11
3 chambres appartement de 55m² à Montpellier,801,55,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,15
1 chambre appartement de 34m² à Montpellier,566,34,1,"16 Place de la Comédie, 34062 Montpellier, France",appartement,17
2 chambres appartement de 53m² à Montpellier,599,53,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,11
4 chambres appartement de 93m² à Montpellier,1299,93,4,"16 Place de la Comédie, 34062 Montpellier, France",appartement,14
2 chambres appartement de 43m² à Montpellier,652,43,2,"16 Place de la Comédie, 34062 Montpellier, France",appartement,15
3 chambres appartement de 129m² à Montpellier,1004,129,3,"16 Place de la Comédie, 34062 Montpellier, France",appartement,8
2 chambres appartement de 41m² à Toulouse,510,41,2,"8 Rue Georges Payan, 31100 Toulouse, France",appartement,12
1 chambre appartement de 15m² à Toulouse,300,15,1,"17 Rue Belloc Cité, 31500 Toulouse, France",appartement,20
1 chambre appartement de 10m² à Toulouse,400,10,1,"1 Place du Parlement, 31000 Toulouse, France",appartement,40
2 chambres appartement de 43m² à Toulouse,482,43,2,"8 Rue Lefranc de Pompignan, 31400 Toulouse, France",appartement,11
2 chambres appartement de 40m² à Toulouse,526,40,2,"19B Avenue Maurice Bourgès-Maunoury, 31200 Toulouse, France",appartement,13
1 chambre studio de 22m² à Toulouse,550,22,1,"31000 Toulouse, France",studio,25
3 chambres appartement de 53m² à Toulouse,620,53,3,"31 Rue du Cher, 31100 Toulouse, France",appartement,12
1 chambre de 32m² à Toulouse,449,32,1,"Toulouse, Haute-Garonne, France",chambre,14
3 chambres appartement de 57m² à Toulouse,759,57,3,"15 Rue de la Cartoucherie, 31300 Toulouse, France",appartement,13
3 chambres appartement de 67m² à Toulouse,852,67,3,"58 Chemin de la Néboude, 31300 Toulouse, France",appartement,13
1 chambre appartement de 12m² à Toulouse,325,12,1,"Cathédrale Saint-Étienne, 1 Impasse de la Préfecture, 31000 Toulouse, France",appartement,27
1 chambre appartement de 45m² à Toulouse,730,45,1,"31200 Toulouse, France",appartement,16
3 chambres appartement de 75m² à Toulouse,755,75,3,"31000 Toulouse, France",appartement,10
1 chambre appartement de 13m² à Toulouse,440,13,1,"1 Rue de l'Yonne, 31100 Toulouse, France",appartement,34
4 chambres maison de 74m² à Toulouse,1100,74,4,"88 Route de Saint-Simon, 31100 Toulouse, France",maison,15
2 chambres appartement de 52m² à Toulouse,638,52,2,"33 Chemin de Lestang, 31100 Toulouse, France",appartement,12
3 chambres maison de 377m² à Toulouse,950,377,3,"7 Rue Guillaume Ibos, 31200 Toulouse, France",maison,3
3 chambres appartement de 51m² à Toulouse,700,51,3,"6 Rue Robert Aron, 31100 Toulouse, France",appartement,14
1 chambre appartement de 21m² à Toulouse,500,21,1,"157 Chemin de la Salade Ponsan, 31400 Toulouse, France",appartement,24
3 chambres maison de 70m² à Toulouse,774,70,3,"Toulouse Minimes, 165 Avenue des Minimes, 31200 Toulouse, France",maison,11
3 chambres appartement de 63m² à Toulouse,723,63,3,"2 Rue Charlotte Delbo, 31200 Toulouse, France",appartement,11
1 chambre appartement de 12m² à Toulouse,363,12,1,"20 Rue Thomas Edison, 31400 Toulouse, France",appartement,30
4 chambres maison de 73m² à Toulouse,950,73,4,"Toulouse, Haute-Garonne, France",maison,13
1 chambre studio de 18m² à Toulouse,530,18,1,"20 Rue d'Astorg, 31000 Toulouse, France",studio,29
3 chambres appartement de 62m² à Toulouse,761,62,3,"Route de Revel, 31400 Toulouse, France",appartement,12
1 chambre appartement de 12m² à Toulouse,350,12,1,"Cathédrale Saint-Étienne, 1 Impasse de la Préfecture, 31000 Toulouse, France",appartement,29
3 chambres maison de 53m² à Toulouse,680,53,3,"237 Route de Saint-Simon, 31100 Toulouse, France",maison,13
3 chambres appartement de 64m² à Toulouse,760,64,3,"Toulouse, Haute-Garonne, France",appartement,12
3 chambres maison de 66m² à Toulouse,880,66,3,"Institut Régional de Formation Sanitaire et Sociale, 31 Chemin des Capelles, 31300 Toulouse, France",maison,13
1 chambre appartement de 10m² à Toulouse,480,10,1,"79 Avenue de la Gloire, A0N9I0, 31500 Toulouse, France",appartement,48
1 chambre appartement de 20m² à Toulouse,401,20,1,"5 Rue du Poids de l'Huile, 31000 Toulouse, France",appartement,20
2 chambres maison de 30m² à Toulouse,596,30,2,"Toulouse Saint-Aubin, 1 Rue Charles Camichel, 31000 Toulouse, France",maison,20
1 chambre appartement de 20m² à Toulouse,445,20,1,"30 Rue Caubère, 31400 Toulouse, France",appartement,22
2 chambres appartement de 34m² à Toulouse,570,34,2,"150 Boulevard Déodat de Séverac, 31300 Toulouse, France",appartement,17
1 chambre appartement de 14m² à Toulouse,440,14,1,"1 Rue de l'Yonne, 31100 Toulouse, France",appartement,31
3 chambres appartement de 64m² à Toulouse,772,64,3,"33 Chemin de Lestang, 31100 Toulouse, France",appartement,12
1 chambre appartement de 25m² à Toulouse,594,25,1,"Rue Béteille, 31500 Toulouse, France",appartement,24
2 chambres appartement de 47m² à Toulouse,730,47,2,"18 Rue du Général Giraud, 31200 Toulouse, France",appartement,16
4 chambres appartement de 104m² à Toulouse,1800,104,4,"Toulouse, Haute-Garonne, France",appartement,17
1 chambre appartement de 18m² à Toulouse,443,18,1,"2 Impasse Louis Tharaud, 31300 Toulouse, France",appartement,25
4 chambres maison de 86m² à Toulouse,963,86,4,"2 Rue Jean Weber, 31100 Toulouse, France",maison,11
4 chambres appartement de 87m² à Toulouse,1020,87,4,"Toulouse, Haute-Garonne, France",appartement,12
1 chambre de 35m² à Toulouse,570,35,1,"3 Impasse André Real, 31200 Toulouse, France",chambre,16
1 chambre appartement de 27m² à Toulouse,398,27,1,"64B Rue du Faubourg Bonnefoy, 31500 Toulouse, France",appartement,15
4 chambres appartement de 78m² à Toulouse,825,78,4,"Institut Régional de Formation Sanitaire et Sociale, 31 Chemin des Capelles, 31300 Toulouse, France",appartement,11
1 chambre appartement de 10m² à Toulouse,420,10,1,"208 Avenue de Grande Bretagne, 31300 Toulouse, France",appartement,42
3 chambres appartement de 57m² à Toulouse,739,57,3,"3 Rue André Vasseur, 31200 Toulouse, France",appartement,13
4 chambres appartement de 67m² à Toulouse,832,67,4,"41 Avenue de Grande Bretagne, 31300 Toulouse, France",appartement,12
2 chambres appartement de 36m² à Toulouse,464,36,2,"Institut Régional de Formation Sanitaire et Sociale, 31 Chemin des Capelles, 31300 Toulouse, France",appartement,13
4 chambres appartement de 84m² à Toulouse,990,84,4,"Toulouse, Haute-Garonne, France",appartement,12
2 chambres appartement de 45m² à Toulouse,622,45,2,"25 Rue de Bagnolet, 31100 Toulouse, France",appartement,14
3 chambres appartement de 61m² à Toulouse,818,61,3,"83 Route de Revel, 31400 Toulouse, France",appartement,13
1 chambre appartement de 20m² à Toulouse,500,20,1,"Institut Régional de Formation Sanitaire et Sociale, 31 Chemin des Capelles, 31300 Toulouse, France",appartement,25
1 chambre appartement de 94m² à Toulouse,737,94,1,"8 Rue du Poids de l'Huile, 31000 Toulouse, France",appartement,8
1 chambre appartement de 28m² à Toulouse,471,28,1,"3 Barrière de Bayonne, 31300 Toulouse, France",appartement,17
